377,Michael,Barrett,CHC,2,0,9,171,11,8,9,3,12,1,2
378,Derrek,Lee,CHC,3,0,7,160,8,13,13,2,9,1,3
379,Mark,DeRosa,CHC,4,9,10,156,7,8,12,3,9,1,4
380,Ronny,Cedeno,CHC,4,6,6,107,12,14,10,2,8,1,5
381,Ryan,Theriot,CHC,4,0,7,118,11,8,6,2,5,1,6
382,Aramis,Ramirez,CHC,5,0,9,202,7,8,11,4,12,2,1
383,Cesar,Izturis,CHC,6,5,5,100,12,10,9,2,8,2,2
384,Jacque,Jones,CHC,9,0,9,178,7,11,10,3,11,2,3
385,Alfonso,Soriano,CHC,8,7,8,202,12,12,11,4,10,2,4
386,Daryle,Ward,CHC,7,3,6,127,5,13,8,2,8,2,5
387,Cliff,Floyd,CHC,7,0,6,132,7,11,10,3,11,2,6
388,Matt,Murton,CHC,7,0,10,150,11,10,7,2,12,3,1
389,Felix,Pie,CHC,8,0,5,101,6,5,6,2,5,3,2
390,Angel,Pagan,CHC,7,9,5,109,12,10,4,2,9,3,3
391,Rob,Bowen,SD,2,0,5,105,5,6,11,2,10,1,1
392,Josh,Bard,SD,2,0,9,147,5,8,9,2,12,1,2
393,Adrian,Gonzalez,SD,3,0,10,181,6,12,9,3,13,1,3
394,Marcus,Giles,SD,4,0,8,134,10,8,10,2,10,1,4
395,Russell,Branyan,SD,5,9,5,148,8,11,6,3,9,1,5
396,Kevin,Kouzmanoff,SD,5,0,4,103,8,4,4,2,4,1,6
397,Geoff,Blum,SD,6,5,6,116,9,10,12,2,9,2,1
398,Khalil,Greene,SD,6,0,6,147,9,7,11,3,11,2,2
399,Brian,Giles,SD,9,0,8,139,9,11,11,2,11,2,3
400,Mike,Cameron,SD,8,0,8,160,13,12,14,3,9,2,4
401,Terrmel,Sledge,SD,7,9,5,102,11,4,7,2,9,2,5
402,Paul,McAnulty,SD,7,9,4,119,8,5,5,2,8,2,6
403,Jose,Cruz Jr.,SD,7,9,5,113,9,6,9,2,10,3,1
404,Oscar,Robles,SD,4,5,8,67,6,12,6,2,6,3,2
405,Russell,Martin,LAD,2,0,8,144,9,11,10,2,12,1,1
406,Mike,Lieberthal,LAD,2,0,6,130,5,11,11,2,11,1,2
407,Nomar,Garciaparra,LAD,3,0,10,178,7,12,9,3,13,1,3
408,Olmedo,Saenz,LAD,3,5,7,140,5,8,11,2,9,1,4
409,Ramon,Martinez,LAD,4,5,6,108,8,7,9,2,9,1,5
410,Jeff,Kent,LAD,4,0,9,162,7,8,10,3,10,1,6
411,Great,Gordon,LAD,5,0,7,158,10,8,9,3,7,2,1
412,Wilson,Valdez,LAD,6,0,4,83,10,12,10,2,10,2,2
413,Rafael,Furcal,LAD,6,0,10,145,13,12,12,2,9,2,3
414,Juan,Pierre,LAD,8,0,9,112,14,8,13,2,14,2,4
415,Brady,Clark,LAD,8,0,8,116,7,7,8,2,9,2,5
416,Luis,Gonzalez,LAD,7,0,8,151,8,8,10,3,13,2,6
417,Andre,Ethier,LAD,7,9,10,157,12,11,11,2,9,3,1
418,Marlon,Anderson,LAD,7,4,8,143,12,10,8,2,5,3,2
419,Andy,LaRoche,LAD,5,0,5,122,7,6,6,1,6,3,3
420,Matt,Kemp,LAD,7,8,5,117,11,8,4,2,3,3,4
421,Jason,Repko,LAD,7,8,5,107,12,11,5,2,7,3,5
422,Eliezer,Alfonzo,SF,2,0,7,139,7,8,9,3,11,1,1
423,Bengie,Molina,SF,2,0,8,167,4,8,9,3,14,1,2
424,Rich,Aurilia,SF,3,5,10,180,9,12,9,3,9,1,3
425,Lance,Niekro,SF,3,0,5,112,10,12,7,2,10,1,4
426,Ryan,Klesko,SF,3,0,5,140,10,10,8,3,9,1,5
427,Ray,Durham,SF,4,0,9,188,12,8,8,3,10,1,6
428,Kevin,Frandsen,SF,4,0,4,99,8,10,6,2,4,2,1
429,Pedro,Feliz,SF,5,0,6,148,9,8,11,3,9,2,2
430,Omar,Vizquel,SF,6,0,10,127,10,13,14,2,14,2,3
431,Randy,Winn,SF,8,9,8,131,12,10,11,2,11,2,4
432,Dave,Roberts,SF,8,7,9,116,14,6,13,2,11,2,5
433,Great,Gonzalez,SF,7,0,8,193,5,10,11,4,12,2,6
434,Todd,Linden,SF,7,9,5,106,11,8,11,2,10,3,1
435,Mark,Sweeney,SF,3,0,6,118,6,11,7,2,10,3,2
436,Dan,Ortmeier,SF,9,0,4,96,8,6,4,2,9,3,3
437,Fred,Lewis,SF,8,7,5,98,8,8,6,2,5,3,4
438,Chris,Snyder,ARI,2,0,6,119,5,12,9,2,12,1,1
439,Miguel,Montero,ARI,2,0,4,96,4,6,6,2,9,1,2
440,Robby,Hammock,ARI,2,3,4,97,4,4,4,2,10,1,3
441,Connor,Jackson,ARI,3,0,9,160,7,11,4,3,10,1,4
442,Tony,Clark,ARI,3,0,3,186,5,11,11,4,11,1,5
443,Orlando,Hudson,ARI,4,0,9,153,12,12,14,3,11,1,6
444,Alberto,Callaspo,ARI,4,6,5,96,11,7,6,2,4,2,1
445,Chad,Tracy,ARI,5,0,9,161,9,13,9,3,5,2,2
446,Stephen,Drew,ARI,6,0,8,126,12,8,11,2,9,2,3
447,Eric,Byrnes,ARI,9,8,8,169,10,11,13,3,10,2,4
448,Carlos,Quentin,ARI,9,7,5,128,11,8,4,2,9,2,5
449,Chris,Young,ARI,8,0,5,101,11,7,6,2,9,2,6
450,Scott,Hairston,ARI,7,0,5,97,8,6,8,2,9,3,1
451,Brian,Barden,ARI,5,0,5,110,5,5,6,2,5,3,2
452,Jeff,DaVanon,ARI,9,8,7,123,12,6,9,2,6,3,3
453,Yorvit,Torrealba,COL,2,0,5,120,11,11,9,2,9,1,1
454,Chris,Iannetta,COL,2,0,5,105,6,6,6,2,10,1,2
455,Todd,Helton,COL,3,0,10,165,8,1,11,3,14,1,3
456,Kazuo,Matsui,COL,4,0,6,108,12,11,10,2,9,1,4
457,Jamey,Carroll,COL,4,0,10,130,12,13,10,2,10,1,5
458,Garrett,Atkins,COL,5,0,12,198,9,8,9,3,10,1,6
459,Troy,Tulowitzki,COL,6,0,5,98,9,4,8,2,8,2,1
460,Jeff,Baker,COL,9,0,6,116,10,6,5,2,9,2,2
461,Brad,Hawpe,COL,9,0,9,178,10,12,6,3,12,2,3
462,Willy,Taveras,COL,8,0,8,96,14,12,11,2,10,2,4
463,Steve,Finley,COL,8,0,6,120,12,11,11,2,13,2,5
464,John,Mabry,COL,7,3,3,103,6,10,9,2,9,2,6
465,Matt,Holliday,COL,7,0,12,206,12,8,9,3,11,3,1
466,Omar,Quintanilla,COL,6,4,4,72,11,10,8,2,8,3,2
467,Clint,Barmes,COL,6,0,4,111,11,12,10,2,9,3,3
468,Ryan,Spilborghs,COL,9,8,6,113,9,8,4,2,9,3,4
469,Josh,Rabe,F/A,7,0,5,104,4,4,4,2,3,1,1
470,Tony,Batista,F/A,5,0,5,110,8,8,11,2,9,1,2
471,Sal,Fasano,F/A,2,0,4,109,8,8,8,2,11,1,3
472,Kelly,Stinnett,F/A,2,0,3,96,8,8,9,2,9,1,4
473,Ricky,Ledee,F/A,7,9,3,100,8,6,6,2,9,1,5
